Nombres,Id,Géneros,Fecha en la que se añadió,Estación,Género General
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2024-08-12 12:57:37+00:00,Verano,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2024-08-12 12:57:39+00:00,Verano,Otros
Dean Martin,49e4v89VmlDcFCMyDv9wQ9,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",2024-08-12 12:57:41+00:00,Verano,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2024-08-12 12:57:47+00:00,Verano,Otros
Louis Armstrong,19eLuQmk9aCobbVDHc6eek,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'lounge', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",2024-08-12 12:57:49+00:00,Verano,"Jazz, Soul & Blues"
Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",2024-08-12 12:57:49+00:00,Verano,"Jazz, Soul & Blues"
Billie Holiday,1YzCsTRb22dQkh9lghPIrp,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'soul', 'swing', 'torch song', 'vocal jazz']",2024-08-12 12:57:53+00:00,Verano,"Jazz, Soul & Blues"
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",2024-08-12 12:58:07+00:00,Verano,Rock & Indie
Louis Armstrong,19eLuQmk9aCobbVDHc6eek,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'lounge', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",2024-08-12 12:58:15+00:00,Verano,"Jazz, Soul & Blues"
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,['latin pop'],2024-08-12 12:58:28+00:00,Verano,Pop
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,['latin pop'],2024-08-12 12:58:29+00:00,Verano,Pop
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,['latin pop'],2024-08-12 12:58:31+00:00,Verano,Pop
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,['latin pop'],2024-08-12 12:58:32+00:00,Verano,Pop
Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW,"['cantautor', 'spanish pop', 'trova']",2024-08-12 12:58:42+00:00,Verano,Pop
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,['latin pop'],2024-08-12 12:58:55+00:00,Verano,Pop
Nino Bravo,03zz3zpyV15ZGw1cgjZ7tj,"['cantautor', 'pop romantico']",2024-08-12 12:58:59+00:00,Verano,Reggae
Mecano,5BMgsAFg8rZQc3tqs5BB8G,"['cantautor', 'latin alternative', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",2024-08-12 12:59:01+00:00,Verano,Pop
Brad Paisley,13YmWQJFwgZrd4bf5IjMY4,"['contemporary country', 'country', 'country road']",2024-08-17 14:25:44+00:00,Verano,Country
El Arrebato,2dJyJptNE5bMmbN6z08iNJ,"['pop flamenco', 'rumba', 'spanish pop']",2024-10-12 17:13:33+00:00,Otoño,Pop
Niña Pastori,6UelqIK8qwhWFc2f6nSEh8,"['flamenco', 'pop flamenco', 'rumba', 'spanish pop']",2024-10-12 17:13:40+00:00,Otoño,Pop
Manzanita,6YZOLlgZ38qVDSxVv9xg0G,"['flamenco', 'pop flamenco', 'rumba']",2024-10-12 17:13:41+00:00,Otoño,Flamenco
Rosario,05xSLrRgGwm2nCH2SmnNMW,"['cantautor', 'spanish pop']",2024-10-12 17:13:51+00:00,Otoño,Pop
Estopa,5ZqnEfVdEGmoPxtELhN7ai,"['pop flamenco', 'rumba', 'spanish pop']",2024-10-12 17:13:51+00:00,Otoño,Pop
Brad Paisley,13YmWQJFwgZrd4bf5IjMY4,"['contemporary country', 'country', 'country road']",2024-10-20 18:28:30+00:00,Otoño,Country
Brad Paisley,13YmWQJFwgZrd4bf5IjMY4,"['contemporary country', 'country', 'country road']",2024-10-20 18:28:52+00:00,Otoño,Country
girl in red,3uwAm6vQy7kWPS2bciKWx9,"['bedroom pop', 'indie pop', 'norwegian indie', 'pov: indie']",2024-10-20 18:32:12+00:00,Otoño,Otros
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,"['art pop', 'pop']",2024-10-20 18:32:21+00:00,Otoño,Pop
Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2024-10-20 18:32:59+00:00,Otoño,Rock & Indie
Taylor Swift,06HL4z0CvFAxyc27GXpf02,['pop'],2024-10-20 18:33:07+00:00,Otoño,Pop
Juanito Valderrama,61gSwH9AsxZgddqRhuWIr7,"['cante flamenco', 'copla']",2024-10-20 18:34:14+00:00,Otoño,Otros
Juanito Valderrama,61gSwH9AsxZgddqRhuWIr7,"['cante flamenco', 'copla']",2024-10-20 18:35:26+00:00,Otoño,Otros
Katy Perry,6jJ0s89eD6GaHleKKya26X,['pop'],2024-10-20 18:47:49+00:00,Otoño,Pop
Metro Station,7vXwfZyDp3spzIVNXDaTPN,"['electropowerpop', 'neon pop punk', 'pixie', 'pop punk']",2024-10-20 18:47:55+00:00,Otoño,Otros
Kesha,6LqNN22kT3074XbTVUrhzX,"['dance pop', 'pop']",2024-10-20 18:48:02+00:00,Otoño,Pop
Jessie J,2gsggkzM5R49q6jpPvazou,"['dance pop', 'pop']",2024-10-20 18:48:04+00:00,Otoño,Pop
Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,"['canadian pop', 'dance pop', 'pop']",2024-10-20 18:48:07+00:00,Otoño,Pop
Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,['pop'],2024-10-20 18:48:08+00:00,Otoño,Pop
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,"['art pop', 'dance pop', 'pop']",2024-10-20 18:48:10+00:00,Otoño,Pop
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2024-10-20 18:48:11+00:00,Otoño,Pop
Kesha,6LqNN22kT3074XbTVUrhzX,"['dance pop', 'pop']",2024-10-20 18:48:11+00:00,Otoño,Pop
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']",2024-10-20 18:48:12+00:00,Otoño,Pop
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['hip pop', 'pop', 'queens hip hop', 'rap']",2024-10-20 18:48:12+00:00,Otoño,Pop
Maroon 5,04gDigrS5kc9YWfZHwBETP,['pop'],2024-10-20 18:48:14+00:00,Otoño,Pop
Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,"['dance pop', 'pop']",2024-10-20 18:48:14+00:00,Otoño,Pop
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'pop', 'urban contemporary']",2024-10-20 18:48:16+00:00,Otoño,Pop
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,"['art pop', 'dance pop', 'pop']",2024-10-20 18:48:20+00:00,Otoño,Pop
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,"['art pop', 'dance pop', 'pop']",2024-10-20 18:48:22+00:00,Otoño,Pop
USHER,23zg3TcAtWQy7J6upgbUnj,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",2024-10-20 18:48:23+00:00,Otoño,Pop
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2024-10-20 18:48:23+00:00,Otoño,Pop
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'pop', 'urban contemporary']",2024-10-20 18:48:24+00:00,Otoño,Pop
Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,"['dance pop', 'pop', 'pop rap']",2024-10-20 18:48:26+00:00,Otoño,Pop
Kesha,6LqNN22kT3074XbTVUrhzX,"['dance pop', 'pop']",2024-10-20 18:48:28+00:00,Otoño,Pop
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,"['art pop', 'dance pop', 'pop']",2024-10-20 18:48:29+00:00,Otoño,Pop
Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,"['dance pop', 'pop']",2024-10-20 18:48:33+00:00,Otoño,Pop
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['hip pop', 'pop', 'queens hip hop', 'rap']",2024-10-20 18:48:34+00:00,Otoño,Pop
Kesha,6LqNN22kT3074XbTVUrhzX,"['dance pop', 'pop']",2024-10-20 18:48:35+00:00,Otoño,Pop
Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']",2024-10-20 18:48:35+00:00,Otoño,Pop
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'pop', 'urban contemporary']",2024-10-20 18:48:36+00:00,Otoño,Pop
P!nk,1KCSPY1glIKqW2TotWuXOR,"['dance pop', 'pop']",2024-10-20 18:48:38+00:00,Otoño,Pop
The Wanted,2NhdGz9EDv2FeUw6udu2g1,"['boy band', 'dance pop', 'pop', 'post-teen pop']",2024-10-20 18:48:38+00:00,Otoño,Pop
Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']",2024-10-20 18:48:42+00:00,Otoño,Pop
Spice Girls,0uq5PttqEjj3IH1bzwcrXF,"['dance pop', 'girl group', 'pop']",2024-10-20 18:48:43+00:00,Otoño,Pop
Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']",2024-10-20 18:48:45+00:00,Otoño,Pop
will.i.am,085pc2PYOi8bGKj0PNjekA,"['dance pop', 'pop']",2024-10-20 18:48:47+00:00,Otoño,Pop
Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']",2024-10-20 18:48:47+00:00,Otoño,Pop
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['hip pop', 'pop', 'queens hip hop', 'rap']",2024-10-20 18:48:48+00:00,Otoño,Pop
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,['pop'],2024-10-20 18:48:48+00:00,Otoño,Pop
Jessie J,2gsggkzM5R49q6jpPvazou,"['dance pop', 'pop']",2024-10-20 18:48:48+00:00,Otoño,Pop
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,['pop'],2024-10-20 18:48:49+00:00,Otoño,Pop
Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,"['australian hip hop', 'dance pop', 'pop']",2024-10-20 18:48:49+00:00,Otoño,Pop
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2024-10-20 18:48:51+00:00,Otoño,Pop
AFROJACK,4D75GcNG95ebPtNvoNVXhz,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance']",2024-10-20 18:48:51+00:00,Otoño,Pop
Ne-Yo,21E3waRsmPlU7jZsS13rcj,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2024-10-20 18:48:51+00:00,Otoño,Pop
Nayer,1ruutHJcECI7cos2n5TqpO,['deep dance pop'],2024-10-20 18:48:51+00:00,Otoño,Otros
JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2024-10-20 18:48:52+00:00,Otoño,Hip hop
Beyoncé,6vWDO969PvNqNYHIOW5v0m,"['pop', 'r&b']",2024-10-20 18:48:52+00:00,Otoño,Pop
Flo Rida,0jnsk9HBra6NMjO2oANoPY,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",2024-10-20 18:48:53+00:00,Otoño,Pop
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2024-10-20 18:48:54+00:00,Otoño,Pop
Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,"['dance pop', 'pop', 'urban contemporary']",2024-10-20 18:48:54+00:00,Otoño,Pop
Kesha,6LqNN22kT3074XbTVUrhzX,"['dance pop', 'pop']",2024-10-20 18:49:02+00:00,Otoño,Pop
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,"['art pop', 'dance pop', 'pop']",2024-10-20 18:49:05+00:00,Otoño,Pop
Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,"['australian hip hop', 'dance pop', 'pop']",2024-10-20 18:49:06+00:00,Otoño,Pop
Charli xcx,25uiPmTg16RbhZWAqwLBy5,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",2024-10-20 18:49:06+00:00,Otoño,Pop
Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,"['dance pop', 'pop', 'pop rap']",2024-10-20 18:49:09+00:00,Otoño,Pop
Flo Rida,0jnsk9HBra6NMjO2oANoPY,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",2024-10-20 18:49:13+00:00,Otoño,Pop
T-Pain,3aQeKQSyrW4qWr35idm0cy,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2024-10-20 18:49:13+00:00,Otoño,Pop
DNCE,6T5tfhQCknKG4UnH90qGnz,"['dance pop', 'pop']",2024-10-20 18:49:14+00:00,Otoño,Pop
Maroon 5,04gDigrS5kc9YWfZHwBETP,['pop'],2024-10-20 18:49:16+00:00,Otoño,Pop
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,"['dance pop', 'pop']",2024-10-20 18:49:18+00:00,Otoño,Pop
2 Chainz,17lzZA2AlOHwCwFALHttmp,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2024-10-20 18:49:18+00:00,Otoño,Hip hop
Flo Rida,0jnsk9HBra6NMjO2oANoPY,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",2024-10-20 18:49:19+00:00,Otoño,Pop
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",2024-10-20 18:49:19+00:00,Otoño,Pop
Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,"['pop rap', 'seattle hip hop']",2024-10-20 18:49:22+00:00,Otoño,Otros
Macklemore,3JhNCzhSMTxs9WLGJJxWOY,"['pop rap', 'seattle hip hop']",2024-10-20 18:49:22+00:00,Otoño,Otros
Ryan Lewis,5mZJerulcERBZV7xnhrVp1,['NA'],2024-10-20 18:49:22+00:00,Otoño,Otros
Wanz,56xTxG4nQMAs1GW9kvn0uA,['NA'],2024-10-20 18:49:22+00:00,Otoño,Otros
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,"['pop', 'post-teen pop']",2024-10-20 18:49:24+00:00,Otoño,Pop
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2024-10-20 18:49:27+00:00,Otoño,Pop
Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['r&b', 'rap']",2024-10-20 18:49:27+00:00,Otoño,Hip hop
The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,"['dance pop', 'girl group', 'pop']",2024-10-20 18:49:35+00:00,Otoño,Pop
Busta Rhymes,1YfEcTuGvBQ8xSD1f53UnK,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",2024-10-20 18:49:35+00:00,Otoño,Hip hop
Selena Gomez & The Scene,6dJeKm76NjfXBNTpHmOhfO,['pop'],2024-10-20 18:49:36+00:00,Otoño,Pop
Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,['pop'],2024-10-20 18:49:39+00:00,Otoño,Pop
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2024-10-20 18:49:40+00:00,Otoño,Pop
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['hip pop', 'pop', 'queens hip hop', 'rap']",2024-10-20 18:49:46+00:00,Otoño,Pop
Maroon 5,04gDigrS5kc9YWfZHwBETP,['pop'],2024-10-20 18:49:48+00:00,Otoño,Pop
Macklemore,3JhNCzhSMTxs9WLGJJxWOY,"['pop rap', 'seattle hip hop']",2024-10-20 18:49:49+00:00,Otoño,Otros
Ryan Lewis,5mZJerulcERBZV7xnhrVp1,['NA'],2024-10-20 18:49:49+00:00,Otoño,Otros
Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,"['pop rap', 'seattle hip hop']",2024-10-20 18:49:49+00:00,Otoño,Otros
Ray Dalton,4e0nWw2r4BoQSKPQ2zpU13,['pop dance'],2024-10-20 18:49:49+00:00,Otoño,EDM & Disco
Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,"['dance pop', 'pop']",2024-10-20 18:49:50+00:00,Otoño,Pop
Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']",2024-10-20 18:49:51+00:00,Otoño,Pop
WALK THE MOON,6DIS6PRrLS3wbnZsf7vYic,"['dance rock', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop rock']",2024-10-20 18:49:54+00:00,Otoño,Rock & Indie
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']",2024-10-20 18:49:57+00:00,Otoño,Pop
will.i.am,085pc2PYOi8bGKj0PNjekA,"['dance pop', 'pop']",2024-10-20 18:49:57+00:00,Otoño,Pop
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']",2024-10-20 18:49:59+00:00,Otoño,Pop
Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,"['dance pop', 'pop', 'post-teen pop']",2024-10-20 18:50:00+00:00,Otoño,Pop
Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,"['pop', 'post-teen pop']",2024-10-20 18:50:01+00:00,Otoño,Pop
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,['pop'],2024-10-20 18:50:02+00:00,Otoño,Pop
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['hip pop', 'pop', 'queens hip hop', 'rap']",2024-10-20 18:50:02+00:00,Otoño,Pop
Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,['pop'],2024-10-20 18:50:03+00:00,Otoño,Pop
Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",2024-10-20 18:50:06+00:00,Otoño,Pop
Timbaland,5Y5TRrQiqgUO4S36tzjIRZ,"['dance pop', 'pop', 'pop rap']",2024-10-20 18:50:06+00:00,Otoño,Pop
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,['pop'],2024-10-20 18:50:09+00:00,Otoño,Pop
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,"['piano rock', 'pop']",2024-10-20 18:50:12+00:00,Otoño,Pop
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2024-10-20 18:50:16+00:00,Otoño,Pop
T-Pain,3aQeKQSyrW4qWr35idm0cy,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2024-10-20 18:50:16+00:00,Otoño,Pop
Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']",2024-10-20 18:50:17+00:00,Otoño,Pop
The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,"['dance pop', 'girl group', 'pop']",2024-10-20 18:50:21+00:00,Otoño,Pop
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2024-10-20 18:50:25+00:00,Otoño,Pop
John Ryan,3s73tswJycj6HTBNNN393z,['NA'],2024-10-20 18:50:25+00:00,Otoño,Otros
Cobra Starship,2aYJ5LAta2ScCdfLhKgZOY,"['neon pop punk', 'pop punk', 'post-teen pop']",2024-10-20 18:50:29+00:00,Otoño,Otros
Sabi,3tB8VKd0rtEnc9x8l78ymo,['NA'],2024-10-20 18:50:29+00:00,Otoño,Otros
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,"['dance pop', 'pop']",2024-10-20 18:50:35+00:00,Otoño,Pop
Fifth Harmony,1l8Fu6IkuTP0U5QetQJ5Xt,"['girl group', 'pop', 'talent show']",2024-10-20 18:50:39+00:00,Otoño,Pop
Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",2024-10-20 18:50:40+00:00,Otoño,Pop
Taylor Swift,06HL4z0CvFAxyc27GXpf02,['pop'],2024-10-20 18:50:41+00:00,Otoño,Pop
Naughty Boy,1bT7m67vi78r2oqvxrP3X5,['uk contemporary r&b'],2024-10-20 18:50:41+00:00,Otoño,Otros
Sam Smith,2wY79sveU1sp5g7SokKOiI,"['pop', 'uk pop']",2024-10-20 18:50:41+00:00,Otoño,Pop
Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,"['dance pop', 'pop']",2024-10-20 18:50:45+00:00,Otoño,Pop
Eve,4d3yvTptO48nOYTPBcPFZC,"['contemporary r&b', 'dance pop', 'hip pop', 'philly rap', 'r&b', 'urban contemporary']",2024-10-20 18:50:45+00:00,Otoño,Pop
5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,"['boy band', 'pop']",2024-10-20 18:50:47+00:00,Otoño,Pop
Sean Kingston,6S0dmVVn4udvppDhZIWxCr,"['dance pop', 'miami hip hop', 'pop']",2024-10-20 18:50:49+00:00,Otoño,Pop
Flo Rida,0jnsk9HBra6NMjO2oANoPY,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",2024-10-20 18:50:50+00:00,Otoño,Pop
USHER,23zg3TcAtWQy7J6upgbUnj,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",2024-10-20 18:50:57+00:00,Otoño,Pop
MKTO,2l35CQqtYRh3d8ZIiBep4v,"['pop', 'post-teen pop']",2024-10-20 18:51:00+00:00,Otoño,Pop
Bridgit Mendler,4VhL8KLjVso4vLfOLVViTb,"['pop', 'post-teen pop']",2024-10-20 18:51:02+00:00,Otoño,Pop
Austin Mahone,04abdnqPQe2N4fjztDea6z,"['pop', 'post-teen pop']",2024-10-20 18:51:09+00:00,Otoño,Pop
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2024-10-20 18:51:09+00:00,Otoño,Pop
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,"['hip pop', 'pop']",2024-10-20 18:51:12+00:00,Otoño,Pop
One Direction,4AK6F7OLvEQ5QYCBNiQWHq,"['boy band', 'pop', 'post-teen pop', 'talent show']",2024-10-20 18:51:14+00:00,Otoño,Pop
Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']",2024-10-20 18:51:23+00:00,Otoño,Pop
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']",2024-10-20 18:51:26+00:00,Otoño,Pop
Big Sean,0c173mlxpT3dSFRgMO8XPh,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",2024-10-20 18:51:26+00:00,Otoño,Hip hop
Flo Rida,0jnsk9HBra6NMjO2oANoPY,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",2024-10-20 18:51:27+00:00,Otoño,Pop
Taio Cruz,6MF9fzBmfXghAz953czmBC,"['dance pop', 'pop', 'pop rap']",2024-10-20 18:51:27+00:00,Otoño,Pop
Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,"['canadian pop', 'dance pop', 'pop']",2024-10-20 18:51:32+00:00,Otoño,Pop
Owl City,07QEuhtrNmmZ0zEcqE9SF6,"['indietronica', 'pop']",2024-10-20 18:51:32+00:00,Otoño,Pop
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']",2024-10-20 18:51:35+00:00,Otoño,Pop
Maroon 5,04gDigrS5kc9YWfZHwBETP,['pop'],2024-10-20 18:51:35+00:00,Otoño,Pop
Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2024-10-20 18:51:35+00:00,Otoño,Hip hop
Lily Allen,13saZpZnCDWOI9D4IJhp1f,"['dance pop', 'electropop', 'neo mellow']",2024-10-20 18:51:38+00:00,Otoño,Pop
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,"['canadian pop', 'candy pop', 'dance pop', 'pop']",2024-10-20 18:51:42+00:00,Otoño,Pop
The Wanted,2NhdGz9EDv2FeUw6udu2g1,"['boy band', 'dance pop', 'pop', 'post-teen pop']",2024-10-20 18:51:48+00:00,Otoño,Pop
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']",2024-10-20 18:51:54+00:00,Otoño,Pop
Sean Kingston,6S0dmVVn4udvppDhZIWxCr,"['dance pop', 'miami hip hop', 'pop']",2024-10-20 18:51:54+00:00,Otoño,Pop
Adam Levine,4bYPcJP5jwMhSivRcqie2n,['deep talent show'],2024-10-20 18:51:55+00:00,Otoño,Otros
Gym Class Heroes,4IJczjB0fJ04gs4uvP0Fli,"['dance pop', 'pop rap']",2024-10-20 18:51:55+00:00,Otoño,Pop
USHER,23zg3TcAtWQy7J6upgbUnj,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",2024-10-20 18:51:56+00:00,Otoño,Pop
Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']",2024-10-20 18:52:02+00:00,Otoño,Pop
Hippie Sabotage,4dM6NDYSfLcspt8GLoT5aE,"['edm', 'electronic trap']",2024-10-20 19:00:19+00:00,Otoño,EDM & Disco
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",2024-10-20 19:00:31+00:00,Otoño,Pop
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2024-10-20 19:00:31+00:00,Otoño,Hip hop
Deorro,6VD4UEUPvtsemqD3mmTqCR,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",2024-10-20 19:00:32+00:00,Otoño,EDM & Disco
Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['r&b', 'rap']",2024-10-20 19:00:32+00:00,Otoño,Hip hop
Galantis,4sTQVOfp9vEMCemLw50sbu,"['dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",2024-10-20 19:00:46+00:00,Otoño,Pop
blackbear,2cFrymmkijnjDg9SS92EPM,"['alt z', 'pop']",2024-10-20 19:00:47+00:00,Otoño,Pop
Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",2024-10-20 19:08:41+00:00,Otoño,Otros
Vienna Radio Symphony Orchestra,2nJZffRcm3WDa74FSkYYOb,"['austrian orchestra', 'orchestra', 'radio symphony']",2024-10-20 19:09:16+00:00,Otoño,Música clásica
Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",2024-10-20 19:09:16+00:00,Otoño,Otros
Martin Gellner,4htujiPBxC6ynIY9V6sKOR,['NA'],2024-10-20 19:09:16+00:00,Otoño,Otros
Eliane Correa,6o20t9tKjGu5c5BvluBM38,['NA'],2024-10-20 19:09:16+00:00,Otoño,Otros
